,name,review_count,FSA,price_range,take_out,success,Visible_Minority_Population_Pct,South_Asian_Pct,Chinese_Pct,Black_Pct,Filipino_Pct,Latin American_Pct,Arab_Pct,South_East_Asian_Pct,West_Asian_Pct,Korean_Pct,Japanese_Pct,Not_Visible_Minority_Population_Pct,Population,Population_Average_Age,Age:0-19,Age:20-39,Age:40-59,Age:60plus,Median Income,Commute:Drive,Commute:Walk_Bus_Bike,NonImmigrants,Immigrants,House_Owner_Pct,House_Renter_Pct,Median_Monthly_Rent,Median_Monthly_Buy,Restaurant_Density,L4K,L6A,M1B,M1C,M1E,M1G,M1H,M1J,M1K,M1L,M1M,M1N,M1P,M1R,M1S,M1T,M1V,M1W,M1X,M2H,M2J,M2K,M2L,M2M,M2N,M2P,M2R,M3A,M3B,M3C,M3H,M3J,M3K,M3L,M3M,M3N,M4A,M4B,M4C,M4E,M4G,M4H,M4J,M4K,M4L,M4M,M4N,M4P,M4R,M4S,M4T,M4V,M4W,M4X,M4Y,M5A,M5B,M5C,M5E,M5G,M5H,M5J,M5M,M5N,M5P,M5R,M5S,M5T,M5V,M6A,M6B,M6C,M6E,M6G,M6H,M6J,M6K,M6L,M6M,M6N,M6P,M6R,M6S,M8V,M8W,M8X,M8Y,M8Z,M9A,M9B,M9C,M9L,M9M,M9N,M9P,M9R,M9V,M9W,Bakeries,Bars,Breakfast/Brunch,Chinese,Coffee/Tea,Desserts,Japanese,Korean,Mexican,Misc,Non-Visible Minority Foods,South East Asian,Specialty,Vegetarian/Vegan,West Asian,avg_hours_in_week
448,Mitzi's On College,34,M6H,2,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.286
449,Giulietta,33,M6H,3,0,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.714
450,Progress Bakery,10,M6H,1,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5
451,Holy Oak,52,M6H,2,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.857
452,The Abbey Pub & Steak House,13,M6H,2,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
453,Happy Bakery & Pastries,5,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.286
454,Black Briik Restobar,33,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.286
455,Dante's Inferno Paninoteca,26,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.143
456,The Beer Store,5,M6H,2,0,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.429
457,Pizza Hut,13,M6H,2,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0
458,Popbox MicroMrkt,10,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.714
459,Bestellen,138,M6H,3,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.143
460,Kubata,3,M6H,1,0,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.571
461,Prairie Boy,11,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.786
462,Folly Brewing,26,M6H,2,0,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
463,Latin World,29,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0
464,Halo Brewery,20,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.429
465,African Palace,87,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0
466,Fit and Sweet Bakery,5,M6H,1,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.286
467,Coffee Time,3,M6H,1,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.286
468,Pho Linh,191,M6H,1,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.286
469,Jerk King,54,M6H,1,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.786
470,Odd Espresso Bar,3,M6H,1,0,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.714
471,Hello Darling,43,M6H,2,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.429
472,Popeyes Louisiana Kitchen,14,M6H,2,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.143
473,Cafeteria Playa Cabana,21,M6H,2,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.214
474,Dark Horse Espresso Bar,5,M6H,1,0,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
475,Takht-e Tavoos,114,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.571
476,Tim Horton's,3,M6H,1,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0
477,Dollarama,3,M6H,1,0,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.429
478,Cultures,6,M6H,1,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.5
479,Big Daddy's,10,M6H,1,1,0,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.0
480,COO Café Bread or Rice,66,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.786
481,Balzac's Coffee - Powerhouse,7,M6H,2,1,1,13905.0,2465.0,3035.0,2200.0,760.0,2155.0,235.0,1015.0,190.0,455.0,320.0,30465.0,44950.0,39.5,6980.0,18255.0,11780.0,7925.0,50652.0,8250.0,15020.0,25430.0,17260.0,9000.0,10180.0,1205.0,1448.0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.857
