,name,review_count,FSA,price_range,take_out,success,Visible_Minority_Population_Pct,South_Asian_Pct,Chinese_Pct,Black_Pct,Filipino_Pct,Latin American_Pct,Arab_Pct,South_East_Asian_Pct,West_Asian_Pct,Korean_Pct,Japanese_Pct,Not_Visible_Minority_Population_Pct,Population,Population_Average_Age,Age:0-19,Age:20-39,Age:40-59,Age:60plus,Median Income,Commute:Drive,Commute:Walk_Bus_Bike,NonImmigrants,Immigrants,House_Owner_Pct,House_Renter_Pct,Median_Monthly_Rent,Median_Monthly_Buy,Restaurant_Density,L4K,L6A,M1B,M1C,M1E,M1G,M1H,M1J,M1K,M1L,M1M,M1N,M1P,M1R,M1S,M1T,M1V,M1W,M1X,M2H,M2J,M2K,M2L,M2M,M2N,M2P,M2R,M3A,M3B,M3C,M3H,M3J,M3K,M3L,M3M,M3N,M4A,M4B,M4C,M4E,M4G,M4H,M4J,M4K,M4L,M4M,M4N,M4P,M4R,M4S,M4T,M4V,M4W,M4X,M4Y,M5A,M5B,M5C,M5E,M5G,M5H,M5J,M5M,M5N,M5P,M5R,M5S,M5T,M5V,M6A,M6B,M6C,M6E,M6G,M6H,M6J,M6K,M6L,M6M,M6N,M6P,M6R,M6S,M8V,M8W,M8X,M8Y,M8Z,M9A,M9B,M9C,M9L,M9M,M9N,M9P,M9R,M9V,M9W,Bakeries,Bars,Breakfast/Brunch,Chinese,Coffee/Tea,Desserts,Japanese,Korean,Mexican,Misc,Non-Visible Minority Foods,South East Asian,Specialty,Vegetarian/Vegan,West Asian,avg_hours_in_week
6886,Safari Bar & Grill,34,M5M,2,1,0,5325.0,525.0,1695.0,360.0,1145.0,335.0,85.0,105.0,345.0,350.0,130.0,20480.0,25975.0,39.1,7345.0,5200.0,8205.0,5220.0,98171.0,6940.0,3965.0,18785.0,6640.0,7415.0,2050.0,1183.0,1680.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5
6887,Starbucks,6,M5M,2,1,1,5325.0,525.0,1695.0,360.0,1145.0,335.0,85.0,105.0,345.0,350.0,130.0,20480.0,25975.0,39.1,7345.0,5200.0,8205.0,5220.0,98171.0,6940.0,3965.0,18785.0,6640.0,7415.0,2050.0,1183.0,1680.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.286
6888,Goodbye Gluten,7,M5M,3,1,0,5325.0,525.0,1695.0,360.0,1145.0,335.0,85.0,105.0,345.0,350.0,130.0,20480.0,25975.0,39.1,7345.0,5200.0,8205.0,5220.0,98171.0,6940.0,3965.0,18785.0,6640.0,7415.0,2050.0,1183.0,1680.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.929
6889,Harvey's,6,M5M,1,1,0,5325.0,525.0,1695.0,360.0,1145.0,335.0,85.0,105.0,345.0,350.0,130.0,20480.0,25975.0,39.1,7345.0,5200.0,8205.0,5220.0,98171.0,6940.0,3965.0,18785.0,6640.0,7415.0,2050.0,1183.0,1680.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.5
6890,Modo Mio Italian Bistro,43,M5M,2,1,0,5325.0,525.0,1695.0,360.0,1145.0,335.0,85.0,105.0,345.0,350.0,130.0,20480.0,25975.0,39.1,7345.0,5200.0,8205.0,5220.0,98171.0,6940.0,3965.0,18785.0,6640.0,7415.0,2050.0,1183.0,1680.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.857
6891,Matsuda Japanese Cuisine,248,M1W,2,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.714
6892,Easy Drink Easy Go,13,M1W,2,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.857
6893,Vintage Garden,18,M1W,3,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.429
6894,McDonald's,17,M1W,1,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
6895,Sharon Garden,59,M1W,2,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.857
6896,Steak Supreme,21,M1W,2,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.714
6897,M&Y Bakery,6,M1W,1,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.714
6898,Shef Kebab,7,M1W,1,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.714
6899,Yumys,4,M1W,1,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.286
6900,360 Seahood,21,M1W,2,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.214
6901,Dumplings & Szechuan Cuisine,17,M1W,2,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.571
6902,Kin Kin Bakery & Bubble Tea,3,M1W,1,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.786
6903,Phoenix Restaurant,63,M1W,2,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
6904,Wynner Grill,4,M1W,2,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
6905,Presotea,11,M1W,1,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.5
6906,Golden Ray Chinese Restaurant,5,M1W,2,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
6907,Qing Feng Bun,7,M1W,2,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
6908,Pizza Pizza,12,M1W,1,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.571
6909,Little Sheep Mongolian Hot Pot,134,M1W,2,0,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.643
6910,Eggsmart,11,M1W,1,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.286
6911,Souperfoods,8,M1W,2,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.5
6912,Delicious Shawarma and Falafel,14,M1W,1,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.571
6913,BAKERY 18,10,M1W,1,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
6914,Joy Fortune Chinese Cuisine,14,M1W,2,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5
6915,Nicey's,33,M1W,1,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0
6916,Happy Tummy Filipino Cuisine,18,M1W,1,1,1,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.286
6917,Mainsha Restaurant,6,M1W,1,1,0,38330.0,6415.0,22560.0,2875.0,2235.0,380.0,1330.0,320.0,530.0,255.0,155.0,9495.0,48471.0,44.6,9070.0,11510.0,13730.0,14160.0,45863.0,13045.0,6310.0,13985.0,32190.0,12355.0,3870.0,1251.0,1168.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.429
6918,Mary Be Kitchen,34,M4V,2,1,1,3505.0,745.0,775.0,370.0,295.0,280.0,140.0,80.0,235.0,170.0,175.0,14440.0,18241.0,44.9,2505.0,5785.0,4605.0,5335.0,69313.0,3445.0,5405.0,12300.0,5050.0,4005.0,5715.0,1391.0,1704.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.714
6919,The Sprout,32,M4V,1,1,1,3505.0,745.0,775.0,370.0,295.0,280.0,140.0,80.0,235.0,170.0,175.0,14440.0,18241.0,44.9,2505.0,5785.0,4605.0,5335.0,69313.0,3445.0,5405.0,12300.0,5050.0,4005.0,5715.0,1391.0,1704.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.143
